
Multi-Variant CV on CWE476_NULL_Pointer_Dereference epoch 14
Overall Results:
Macro-F1: 0.6276
Macro-Precision: 0.6310
Macro-Recall: 0.6251
Accuracy: 0.6925

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     1.50
2        0.0000   0.0000       0.0000     0.6667     1.33
3        0.0000   0.0000       0.0000     0.6667     1.33
4        1.0000   1.0000       1.0000     1.0000     1.33
5        0.6667   0.5000       1.0000     0.7500     2.25
6        1.0000   1.0000       1.0000     1.0000     1.33
7        0.6667   1.0000       0.5000     0.8750     2.38
8        0.1818   0.2500       0.1429     0.7273     2.30
9        0.0000   0.0000       0.0000     0.6667     1.33
10       1.0000   1.0000       1.0000     1.0000     2.25
11       0.3333   0.4000       0.2857     0.7576     2.30
12       0.3636   0.5000       0.2857     0.6500     2.05
13       1.0000   1.0000       1.0000     1.0000     1.33
14       0.0000   0.0000       0.0000     0.5000     2.38
15       1.0000   1.0000       1.0000     1.0000     1.33
16       0.0000   0.0000       0.0000     0.5000     1.50
17       0.0000   0.0000       0.0000     0.6000     2.00
18       0.0000   0.0000       0.0000     0.5000     1.50
21       0.7692   0.6250       1.0000     0.8500     2.10
22       0.5000   0.6667       0.4000     0.8000     2.25
41       0.0000   0.0000       0.0000     0.5333     1.73
45       0.0000   0.0000       0.0000     0.5556     1.67
51       0.5000   0.6667       0.4000     0.7333     1.73
52       0.7500   1.0000       0.6000     0.8667     1.73
53       0.8889   1.0000       0.8000     0.9333     1.80
54       0.8000   0.8000       0.8000     0.8667     1.80
63       0.4000   0.4000       0.4000     0.6000     2.47
64       0.5000   0.4286       0.6000     0.6000     2.47
66       0.6000   0.4286       1.0000     0.5556     2.44
67       0.0000   0.0000       0.0000     0.6000     1.87
68       0.4615   0.4286       0.5000     0.6111     1.67
72       0.1538   0.1429       0.1667     0.3889     60.83
73       0.5000   0.3571       0.8333     0.4444     26.67
