
Multi-Variant CV on CWE476_NULL_Pointer_Dereference epoch 45
Overall Results:
Macro-F1: 0.6830
Macro-Precision: 0.6849
Macro-Recall: 0.6813
Accuracy: 0.7350

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     1.50
2        1.0000   1.0000       1.0000     1.0000     1.33
3        1.0000   1.0000       1.0000     1.0000     1.33
4        1.0000   1.0000       1.0000     1.0000     1.33
5        0.8000   0.6667       1.0000     0.8750     2.25
6        1.0000   1.0000       1.0000     1.0000     1.33
7        0.5000   0.5000       0.5000     0.7500     2.38
8        0.0000   0.0000       0.0000     0.6667     2.30
9        0.0000   0.0000       0.0000     0.6667     1.33
10       0.8000   0.6667       1.0000     0.8750     2.25
11       0.0000   0.0000       0.0000     0.5758     2.30
12       0.3333   0.4000       0.2857     0.6000     2.05
13       1.0000   1.0000       1.0000     1.0000     1.33
14       0.0000   0.0000       0.0000     0.6250     2.38
15       1.0000   1.0000       1.0000     1.0000     1.33
16       1.0000   1.0000       1.0000     1.0000     1.50
17       0.0000   0.0000       0.0000     0.6000     2.00
18       1.0000   1.0000       1.0000     1.0000     1.50
21       0.7692   0.6250       1.0000     0.8500     2.10
22       0.8889   1.0000       0.8000     0.9500     2.25
41       0.0000   0.0000       0.0000     0.4667     1.73
45       0.9091   1.0000       0.8333     0.9444     1.67
51       0.6000   0.6000       0.6000     0.7333     1.73
52       0.7500   1.0000       0.6000     0.8667     1.73
53       0.8000   0.8000       0.8000     0.8667     1.80
54       1.0000   1.0000       1.0000     1.0000     1.80
63       0.2857   0.5000       0.2000     0.6667     2.47
64       0.5455   0.5000       0.6000     0.6667     2.47
66       0.5714   0.5000       0.6667     0.6667     2.44
67       0.2857   0.5000       0.2000     0.6667     1.87
68       0.8333   0.8333       0.8333     0.8889     1.67
72       0.3750   0.3000       0.5000     0.4444     60.83
73       0.4706   0.3636       0.6667     0.5000     26.67
