
Multi-Variant CV on CWE476_NULL_Pointer_Dereference epoch 7
Overall Results:
Macro-F1: 0.5902
Macro-Precision: 0.5997
Macro-Recall: 0.5868
Accuracy: 0.6750

Per-Variant Results:
Variant  F1       Precision    Recall     Accuracy   Avg Chunks
1        1.0000   1.0000       1.0000     1.0000     1.50
2        0.0000   0.0000       0.0000     0.6667     1.33
3        1.0000   1.0000       1.0000     1.0000     1.33
4        0.0000   0.0000       0.0000     0.6667     1.33
5        0.0000   0.0000       0.0000     0.6250     2.25
6        0.0000   0.0000       0.0000     0.6667     1.33
7        0.0000   0.0000       0.0000     0.5000     2.38
8        0.2222   0.5000       0.1429     0.7879     2.30
9        0.0000   0.0000       0.0000     0.6667     1.33
10       0.0000   0.0000       0.0000     0.5000     2.25
11       0.0000   0.0000       0.0000     0.7576     2.30
12       0.5333   0.5000       0.5714     0.6500     2.05
13       0.0000   0.0000       0.0000     0.6667     1.33
14       1.0000   1.0000       1.0000     1.0000     2.38
15       0.0000   0.0000       0.0000     0.6667     1.33
16       0.0000   0.0000       0.0000     0.5000     1.50
17       0.6667   1.0000       0.5000     0.8000     2.00
18       1.0000   1.0000       1.0000     1.0000     1.50
21       0.4286   0.3333       0.6000     0.6000     2.10
22       0.9091   0.8333       1.0000     0.9500     2.25
41       0.0000   0.0000       0.0000     0.4000     1.73
45       0.0000   0.0000       0.0000     0.3889     1.67
51       0.4000   0.4000       0.4000     0.6000     1.73
52       0.5714   1.0000       0.4000     0.8000     1.73
53       0.7692   0.6250       1.0000     0.8000     1.80
54       0.8889   1.0000       0.8000     0.9333     1.80
63       0.5000   0.4286       0.6000     0.6000     2.47
64       0.2857   0.5000       0.2000     0.6667     2.47
66       0.2000   0.2500       0.1667     0.5556     2.44
67       0.0000   0.0000       0.0000     0.6667     1.87
68       0.0000   0.0000       0.0000     0.2778     1.67
72       0.7143   0.6250       0.8333     0.7778     60.83
73       0.4000   0.5000       0.3333     0.6667     26.67
